stock_name,date,value,count,Individual_buy_count,NonIndividual_buy_count,Individual_sell_count,NonIndividual_sell_count,Individual_buy_volume,NonIndividual_buy_volume,Individual_sell_volume,NonIndividual_sell_volume,Individual_buy_value,NonIndividual_buy_value,Individual_sell_value,NonIndividual_sell_value,adj_max_price,adj_min_price,adj_first_price,adj_last_price,adj_volume,adj_close_price,change
وصنعت,2014-07-07,601741542,46,24,0,13,0,290584,0,290584,0,601741542,0,601741542,0,275,268,268,268,290584,273,-0.477099236641221
وصنعت,2014-07-08,3443288771,160,38,1,48,0,1545046,50000,1595046,0,3334838771,108450000,3443288771,0,284,277,277,284,1595046,282,3.49952061361457
وصنعت,2014-07-09,1034267575,87,23,1,32,0,213556,267000,480556,0,457550839,576716736,1034267575,0,284,275,284,280,480556,282,-0.185270958777212
وصنعت,2014-07-12,878739211,102,25,1,35,0,380735,33000,413735,0,809053790,69685421,878739211,0,281,274,274,278,413735,280,-0.788863109048724
وصنعت,2014-07-13,1297433417,93,28,0,19,0,621583,0,621583,0,1297433417,0,1297433417,0,279,272,278,274,621583,274,-1.9644527595884
وصنعت,2014-07-14,615184085,55,19,0,28,0,291320,0,291320,0,615184085,0,615184085,0,279,271,271,278,291320,275,0.286259541984733
وصنعت,2014-07-15,910508817,79,19,0,31,0,425710,0,425710,0,910508817,0,910508817,0,281,276,278,277,425710,278,0.999048525214082
وصنعت,2014-07-16,3241436514,181,43,1,62,1,1345813,150000,1071318,424495,2920162507,321274007,2322485520,918950994,286,275,280,286,1495813,283,2.07253886010363
وصنعت,2014-07-20,1426598090,93,24,1,33,1,511594,150000,411594,250000,1103414396,323183694,886355713,540242377,288,277,288,279,661594,282,-0.415320719889248
وصنعت,2014-07-21,1266167528,68,28,0,26,0,587311,0,587311,0,1266167528,0,1266167528,0,286,278,283,282,587311,282,-0.092678405931418
وصنعت,2014-07-22,2335146935,121,36,1,38,1,890953,176709,881265,186397,1946142383,389004552,1928796675,406350260,290,280,280,287,1067662,286,1.4378478664193
وصنعت,2014-07-23,2970946699,156,37,3,54,1,900945,443979,1294924,50000,1992089550,978857149,2860306199,110640500,294,284,285,285,1344924,289,1.00594421582076
وصنعت,2014-07-26,2100751622,117,28,2,30,1,889377,76838,716715,249500,1933460285,167291337,1558248252,542503370,294,281,294,289,966215,284,-1.584427342689
وصنعت,2014-07-27,1166909893,90,31,0,38,0,526970,0,526970,0,1166909893,0,1166909893,0,293,288,293,292,526970,288,1.28794848206072
وصنعت,2014-07-28,977164625,91,27,0,33,0,437641,0,437641,0,977164625,0,977164625,0,293,290,292,293,437641,290,0.817438692098093
وصنعت,2014-08-02,1759853808,80,29,2,20,1,556395,248750,797145,8000,1216161728,543692080,1741933808,17920000,294,284,294,284,805145,286,-1.53153153153153
وصنعت,2014-08-03,332023016,37,15,0,10,1,153945,0,53945,100000,332023016,0,117188213,214834803,287,280,287,280,153945,285,-0.274473924977127
وصنعت,2014-08-04,236248119,41,16,0,16,0,107982,0,107982,0,236248119,0,236248119,0,289,282,282,285,107982,285,0.045871559633028
وصنعت,2014-08-05,667211739,49,20,0,16,0,307195,0,307195,0,667211739,0,667211739,0,287,281,284,284,307195,285,-0.183402109124255
وصنعت,2014-08-06,1298614510,80,19,1,20,1,587738,8145,595383,500,1280899135,17715375,1297514510,1100000,288,282,284,284,595883,285,0.091869545245751
وصنعت,2014-08-09,914373482,79,16,0,17,3,420741,0,166431,254310,914373482,0,362229450,552144032,288,282,288,284,420741,284,-0.137677833868747
وصنعت,2014-08-10,376349828,48,17,0,17,0,174565,0,174565,0,376349828,0,376349828,0,284,280,280,281,174565,284,-0.229779411764706
وصنعت,2014-08-11,653557323,73,22,0,15,1,301830,0,141071,160759,653557323,0,306335129,347222194,285,281,282,281,301830,284,-0.092123445416859
وصنعت,2014-08-12,1367081123,128,26,1,37,1,475853,159665,450517,185001,1023666591,343414532,969228973,397852150,284,279,282,284,635518,282,-0.691562932226833
وصنعت,2014-08-13,690802598,64,13,0,26,0,317043,0,317043,0,690802598,0,690802598,0,286,281,286,285,317043,283,0.510677808727948
وصنعت,2014-08-16,10477523665,1492,124,4,83,2,3847908,811410,4159888,499430,8651351165,1826172500,9356199325,1121324340,294,292,293,294,4659318,294,3.87990762124711
وصنعت,2014-08-17,6844883065,373,117,0,109,2,2986000,0,2945000,41000,6844883065,0,6749754065,95129000,305,295,304,299,2986000,300,1.91196087149844
وصنعت,2014-08-18,1156693600,149,46,0,43,1,511798,0,495606,16192,1156693600,0,1119452000,37241600,301,291,299,292,511798,297,-0.959860383944154
وصنعت,2014-08-19,2091769858,175,67,1,44,1,724452,229223,949867,3808,1588702590,503067268,2083389758,8380100,292,285,292,285,953675,287,-3.3920704845815
وصنعت,2014-08-20,2489113218,205,76,1,27,0,1138774,14319,1153093,0,2458499196,30614022,2489113218,0,288,279,288,281,1153093,282,-1.55038759689923
وصنعت,2014-08-23,2560518557,176,51,0,63,0,1184437,0,1184437,0,2560518557,0,2560518557,0,292,276,288,287,1184437,283,0.138953219082909
وصنعت,2014-08-24,1180913098,84,26,1,28,0,466295,77834,544129,0,1012314654,168598444,1180913098,0,287,280,287,285,544129,283,0.277520814061055
وصنعت,2014-08-25,825912504,76,22,1,26,0,266848,115000,381848,0,576959948,248952556,825912504,0,285,281,281,285,381848,283,-0.138376383763838
وصنعت,2014-08-26,1098872247,79,32,0,22,1,508054,0,498461,9593,1098872247,0,1077978693,20893554,285,281,285,282,508054,283,-0.046189376443418
وصنعت,2014-08-27,1185023672,91,22,1,39,0,510481,35037,545518,0,1109694122,75329550,1185023672,0,286,281,281,282,545518,284,0.277264325323475
وصنعت,2014-08-30,600127275,49,11,1,24,1,106919,172703,197805,81817,229677745,370449530,424067620,176059655,282,280,282,280,279622,283,-0.414746543778802
وصنعت,2014-08-31,548583505,54,22,1,18,0,206010,50366,256376,0,440699533,107883972,548583505,0,284,279,281,279,256376,282,-0.3239241092087
وصنعت,2014-09-01,798048183,79,25,1,28,1,369235,5000,224235,150000,787373183,10675000,481758363,316289820,284,275,280,279,374235,280,-0.510677808727948
وصنعت,2014-09-02,1193156693,75,31,0,24,1,563366,0,246495,316871,1193156693,0,527408453,665748240,282,275,281,282,563366,278,-0.886607559496034
وصنعت,2014-09-03,350077880,39,17,1,18,0,132110,31500,163610,0,282825380,67252500,350077880,0,286,277,286,280,163610,278,0.141242937853107
وصنعت,2014-09-06,1488473134,94,31,1,26,1,631747,68500,450247,250000,1342225634,146247500,953279950,535193184,280,275,280,275,700247,278,-0.047014574518101
وصنعت,2014-09-07,666613380,90,22,0,30,0,316806,0,316806,0,666613380,0,666613380,0,278,275,275,275,316806,277,-0.423330197554092
وصنعت,2014-09-08,672341931,62,16,2,20,0,311404,6017,317421,0,659646078,12695853,672341931,0,280,275,275,279,317421,277,0
وصنعت,2014-09-09,236690667,40,19,0,21,0,111279,0,111279,0,236690667,0,236690667,0,283,276,279,276,111279,277,0.04723665564478
وصنعت,2014-09-10,1176661990,60,21,0,19,0,554413,0,554413,0,1176661990,0,1176661990,0,280,275,276,278,554413,277,0.141643059490085
وصنعت,2014-09-13,519379489,39,11,0,10,0,247756,0,247756,0,519379489,0,519379489,0,277,273,275,274,247756,276,-0.377180575200377
وصنعت,2014-09-14,483654791,43,14,0,22,0,231444,0,231444,0,483654791,0,483654791,0,275,270,274,274,231444,275,-0.331282536677709
وصنعت,2014-09-15,421410307,47,19,2,19,0,142573,59690,202263,0,297383527,124026780,421410307,0,279,271,279,274,202263,275,-0.284900284900285
وصنعت,2014-09-16,769610520,41,9,2,21,0,241500,125030,366530,0,507444570,262165950,769610520,0,278,273,275,275,366530,275,0
وصنعت,2014-09-17,1055518508,60,13,2,26,0,243715,260000,503715,0,510153783,545364725,1055518508,0,275,272,275,272,503715,274,-0.142857142857143
وصنعت,2014-09-20,391873657,44,13,0,19,0,187475,0,187475,0,391873657,0,391873657,0,275,272,273,272,187475,274,-0.095374344301383
وصنعت,2014-09-21,331294059,41,14,1,16,1,102921,55058,157708,271,215356928,115937131,330724959,569100,276,273,275,276,157979,274,0
وصنعت,2014-09-22,562699148,99,19,4,21,2,168165,100752,165917,103000,351715117,210984031,347215950,215483198,278,272,272,275,268917,274,-0.047732696897375
وصنعت,2014-09-23,864869925,35,14,1,15,0,399222,5000,404222,0,854284925,10585000,864869925,0,283,277,283,278,404222,277,1.19388729703916
وصنعت,2014-09-24,2021069375,53,26,1,16,0,932349,6049,938398,0,2008239446,12829929,2021069375,0,283,277,281,281,938398,282,1.65172251061822
وصنعت,2014-09-27,269939920,41,10,0,23,0,125591,0,125591,0,269939920,0,269939920,0,282,278,281,278,125591,281,-0.046425255338904
وصنعت,2014-09-28,679710648,48,24,2,22,0,239184,80549,319733,0,507577700,172132948,679710648,0,282,275,281,281,319733,280,-0.557361820715281
وصنعت,2014-09-29,273171880,17,7,0,12,0,127959,0,127959,0,273171880,0,273171880,0,281,275,275,281,127959,280,-0.046707146193368
وصنعت,2014-09-30,542532530,33,8,1,17,0,144620,110000,254620,0,307257530,235275000,542532530,0,280,277,277,278,254620,279,-0.14018691588785
وصنعت,2014-10-01,361527468,37,10,0,19,0,170803,0,170803,0,361527468,0,361527468,0,278,276,277,276,170803,279,-0.233972859148339
وصنعت,2014-10-04,144658040,29,14,0,10,0,68312,0,68312,0,144658040,0,144658040,0,281,276,281,277,68312,279,-0.046904315196998
وصنعت,2014-10-06,442727787,58,19,0,24,0,209288,0,209288,0,442727787,0,442727787,0,278,276,277,278,209288,278,-0.187705302674801
وصنعت,2014-10-07,458416150,68,22,0,22,0,215449,0,215449,0,458416150,0,458416150,0,280,276,280,276,215449,278,0
وصنعت,2014-10-08,361693332,50,18,0,16,0,171058,0,171058,0,361693332,0,361693332,0,280,275,276,276,171058,278,-0.141043723554302
وصنعت,2014-10-11,2232952608,76,10,0,55,0,1011301,0,1011301,0,2232952608,0,2232952608,0,289,289,289,289,1011301,289,3.95480225988701
وصنعت,2014-10-12,5692067291,267,95,1,94,0,2383819,121962,2505781,0,5417218348,274848943,5692067291,0,300,291,300,293,2505781,297,2.89855072463768
وصنعت,2014-10-14,1890785225,200,47,1,71,0,564868,275189,840057,0,1267416453,623368772,1890785225,0,300,291,297,300,840057,294,-0.924295774647887
وصنعت,2014-10-15,1052980196,106,44,1,31,1,257755,208344,422104,43995,580253024,472727172,954211831,98768365,301,292,301,292,466099,295,0.22212350066637
وصنعت,2014-10-18,587316998,50,20,0,22,1,260992,0,160992,100000,587316998,0,361116998,226200000,296,292,292,292,260992,295,-0.088652482269504
وصنعت,2014-10-19,2717027309,167,31,1,44,1,1009848,185673,795521,400000,2296112984,420914325,1812182200,904845109,299,294,295,299,1195521,297,0.842945874001775
وصنعت,2014-10-20,6087145316,239,67,1,83,1,2561107,20000,2098627,482480,6039885316,47260000,4948492516,1138652800,309,300,300,309,2581107,308,3.73955125384954
وصنعت,2014-10-21,2537482913,123,43,1,41,0,960026,111794,1071820,0,2273386481,264096432,2537482913,0,319,303,319,305,1071820,309,0.381679389312977
وصنعت,2014-10-22,658905693,118,29,1,29,0,240670,43134,283804,0,559636153,99269540,658905693,0,311,300,300,305,283804,307,-0.718208702999578
وصنعت,2014-10-25,4741258471,271,55,1,96,2,1876588,100000,1767880,208708,4501258471,240000000,4239294731,501963740,319,303,306,315,1976588,314,2.08510638297872
وصنعت,2014-10-26,1728289309,126,37,0,36,2,723267,0,368766,354501,1728289309,0,883123168,845166141,317,309,309,312,723267,312,-0.375156315131305
وصنعت,2014-10-27,5513384349,252,68,1,37,2,2271791,25072,1242011,1054852,5453913565,59470784,2978270674,2535113675,316,309,314,312,2296863,314,0.418410041841004
وصنعت,2014-10-28,1557270401,146,51,1,23,1,639723,20000,356880,302843,1510299646,46970755,843360671,713909730,315,306,315,307,659723,309,-1.45833333333333
وصنعت,2014-10-29,3862986648,162,56,1,35,2,1514783,100000,546796,1067987,3622986648,240000000,1304897956,2558088692,315,305,305,309,1614783,313,1.14164904862579
وصنعت,2014-11-01,8235319501,275,63,3,101,2,2232793,1097552,2743528,586817,5509175638,2726143863,6792858726,1442460775,325,312,314,325,3330345,323,3.38628762541806
وصنعت,2014-11-02,11803191452,395,150,1,114,1,4292391,300000,3492391,1100000,11031891452,771300000,8975827819,2827363633,336,333,336,336,4592391,336,3.92236150424586
وصنعت,2014-11-05,5451443356,179,35,2,67,0,1145757,900000,2045757,0,3046648117,2404795239,5451443356,0,349,340,345,349,2045757,348,3.69649805447471
وصنعت,2014-11-08,13988325718,835,150,6,137,3,4393164,684082,4713323,363923,12098520783,1889804935,12981547832,1006777886,362,352,361,358,5077246,360,3.37711069418386
وصنعت,2014-11-09,4549004287,253,72,0,65,0,1670435,0,1670435,0,4549004287,0,4549004287,0,362,350,360,353,1670435,356,-1.16152450090744
وصنعت,2014-11-10,5574414136,370,117,1,58,0,2053956,45259,2099215,0,5454296750,120117386,5574414136,0,360,344,360,346,2099215,347,-2.49724568490635
وصنعت,2014-11-11,2805075226,219,66,0,71,0,1040496,0,1040496,0,2805075226,0,2805075226,0,358,342,344,350,1040496,352,1.54425612052731
وصنعت,2014-11-12,4579123926,276,86,1,69,0,1666795,45349,1712144,0,4457588606,121535320,4579123926,0,357,347,357,352,1712144,350,-0.816023738872404
وصنعت,2014-11-15,5224860025,282,91,1,67,0,1709827,300000,2009827,0,4445265025,779595000,5224860025,0,348,336,348,337,2009827,340,-2.76738967838444
وصنعت,2014-11-16,5406617910,516,138,0,110,0,2102083,0,2102083,0,5406617910,0,5406617910,0,344,330,337,339,2102083,336,-1.07692307692308
وصنعت,2014-11-23,6913850573,329,137,0,42,4,4118007,0,2127707,1990300,6913850573,0,3563124221,3350726352,378,367,378,369,4118007,374,11.1184645929848
وصنعت,2014-11-24,33212220740,1154,323,2,91,6,18967872,57000,5875686,13149186,33112698740,99522000,10254364984,22957855756,389,385,389,389,19024872,389,3.99047051816557
وصنعت,2014-11-25,12163511962,985,273,1,172,1,6854887,46800,6148895,752792,12082068362,81443600,10827526257,1335985705,403,374,389,393,6901687,392,0.916380297823597
وصنعت,2014-11-26,10712836444,746,207,0,114,1,5902896,0,4892202,1010694,10712836444,0,8891748306,1821088138,408,391,392,408,5902896,404,3.00794551645857
وصنعت,2014-11-29,9142002869,577,195,0,84,0,5107849,0,5107849,0,9142002869,0,9142002869,0,420,388,416,388,5107849,398,-1.37741046831956
وصنعت,2014-11-30,1316454252,74,34,0,22,0,765508,0,765508,0,1316454252,0,1316454252,0,388,383,383,383,765508,383,-3.91061452513966
وصنعت,2014-12-01,5633703761,475,125,0,109,0,3368956,0,3368956,0,5633703761,0,5633703761,0,390,368,368,372,3368956,372,-2.7906976744186
وصنعت,2014-12-02,3384344093,249,101,0,53,1,2073936,0,2060550,13386,3384344093,0,3361771903,22572190,381,358,378,363,2073936,363,-2.39234449760766
وصنعت,2014-12-03,3001949413,263,66,2,72,1,1397418,460996,1841714,16700,2263121877,738827536,2974394413,27555000,374,356,358,365,1858414,359,-1.04166666666667
وصنعت,2014-12-06,2153165720,195,58,1,51,0,1320452,20000,1340452,0,2121565720,31600000,2153165720,0,368,350,363,354,1340452,357,-0.557275541795666
وصنعت,2014-12-07,1655600682,201,70,1,62,2,1020801,1000,987854,33947,1653980682,1620000,1600291202,55309480,366,350,362,365,1021801,361,0.87173100871731
وصنعت,2014-12-08,1731805300,156,59,0,47,2,1035391,0,734391,301000,1731805300,0,1226534711,505270589,375,364,371,375,1035391,372,3.27160493827161
وصنعت,2014-12-09,2536661528,228,79,0,50,1,1521299,0,1513049,8250,2536661528,0,2523171888,13489640,383,363,378,367,1521299,371,-0.358637178720861
وصنعت,2014-12-10,1211128289,99,36,0,33,1,737554,0,736554,1000,1211128289,0,1209493289,1635000,378,362,369,365,737554,366,-1.43971205758848
وصنعت,2014-12-14,1965062413,148,66,1,36,1,1218325,20000,934556,303769,1933502413,31560000,1484791168,480271245,376,351,376,351,1238325,353,-3.40839926962873
وصنعت,2014-12-15,1397200085,156,68,1,44,0,903730,10000,913730,0,1381890285,15309800,1397200085,0,351,339,341,343,913730,340,-3.65469439193447
وصنعت,2014-12-16,1286127051,149,36,1,53,1,810814,10000,697832,122982,1270477051,15650000,1093660221,192466830,353,347,347,348,820814,349,2.48528449967299
وصنعت,2014-12-17,642758760,88,35,0,26,0,415412,0,415412,0,642758760,0,642758760,0,358,341,358,343,415412,346,-0.701978302488832
وصنعت,2014-12-20,668642865,111,32,0,26,0,428229,0,428229,0,668642865,0,668642865,0,356,345,346,353,428229,347,0.19280205655527
وصنعت,2014-12-22,766853524,81,43,0,34,0,476907,0,476907,0,766853524,0,766853524,0,361,353,356,360,476907,354,1.98845413726748
وصنعت,2014-12-24,1738978742,230,39,1,47,0,777426,300000,1077426,0,1252978742,486000000,1738978742,0,365,347,365,354,1077426,359,1.50943396226415
وصنعت,2014-12-27,710346646,81,31,1,26,0,296551,150000,446551,0,472828402,237518244,710346646,0,358,349,356,353,446551,356,-0.867410161090458
وصنعت,2014-12-28,800431144,143,29,2,36,0,350845,150000,500845,0,560793188,239637956,800431144,0,358,349,349,355,500845,356,-0.0625
وصنعت,2014-12-29,888665992,102,33,1,35,0,512471,50000,562471,0,809593621,79072371,888665992,0,356,351,355,353,562471,353,-0.875547217010632
وصنعت,2014-12-30,393455246,67,24,0,18,0,248388,0,248388,0,393455246,0,393455246,0,356,351,353,352,248388,353,0
وصنعت,2014-12-31,408597475,64,21,1,28,0,208949,50000,258949,0,329947475,78650000,408597475,0,355,350,350,350,258949,352,-0.126182965299685
وصنعت,2015-01-03,545180578,79,27,1,29,0,294916,50000,344916,0,466330578,78850000,545180578,0,355,350,354,350,344916,352,-0.063171193935565
وصنعت,2015-01-04,692178089,94,25,0,34,0,433639,0,433639,0,692178089,0,692178089,0,363,352,352,353,433639,354,0.505689001264222
وصنعت,2015-01-05,236395656,160,10,0,17,0,150285,0,150285,0,236395656,0,236395656,0,360,350,350,353,150285,353,-0.188679245283019
وصنعت,2015-01-06,1330936251,99,25,0,35,0,864922,0,864922,0,1330936251,0,1330936251,0,350,339,350,345,864922,343,-3.02457466918715
وصنعت,2015-01-07,958788000,92,14,0,33,0,625486,0,625486,0,958788000,0,958788000,0,347,336,347,338,625486,341,-0.32488628979857
وصنعت,2015-01-10,1361549164,142,46,0,38,0,922296,0,922296,0,1361549164,0,1361549164,0,336,328,336,328,922296,328,-3.78096479791395
وصنعت,2015-01-11,481363948,87,33,0,33,0,334252,0,334252,0,481363948,0,481363948,0,329,315,317,327,334252,325,-1.0840108401084
وصنعت,2015-01-12,937137404,117,32,0,30,0,618299,0,618299,0,937137404,0,937137404,0,338,320,320,338,618299,335,3.15068493150685
وصنعت,2015-01-13,713548558,101,34,0,25,0,477894,0,477894,0,713548558,0,713548558,0,338,328,338,336,477894,333,-0.531208499335989
وصنعت,2015-01-14,1462299553,109,28,2,20,0,944042,52100,996142,0,1385564153,76735400,1462299553,0,338,322,323,323,996142,327,-2.00267022696929
وصنعت,2015-01-17,1099881669,47,14,0,11,0,740800,0,740800,0,1099881669,0,1099881669,0,336,324,324,333,740800,330,1.15803814713896
وصنعت,2015-01-18,620542484,58,16,0,21,0,422506,0,422506,0,620542484,0,620542484,0,336,322,324,323,422506,328,-0.606060606060606
وصنعت,2015-01-19,925688501,93,26,0,21,0,646192,0,646192,0,925688501,0,925688501,0,325,318,320,318,646192,320,-2.50677506775068
وصنعت,2015-01-20,1457876563,105,26,0,18,0,1046120,0,1046120,0,1457876563,0,1457876563,0,329,309,314,309,1046120,310,-3.12717164697707
وصنعت,2015-01-21,1688334687,160,58,0,34,0,1258813,0,1258813,0,1688334687,0,1688334687,0,310,298,301,304,1258813,298,-3.80200860832138
وصنعت,2015-01-24,590154296,58,21,0,16,1,446655,0,406655,40000,590154296,0,537686296,52468000,303,290,297,298,446655,296,-0.894854586129754
وصنعت,2015-01-25,553991291,86,30,0,13,0,414892,0,414892,0,553991291,0,553991291,0,302,296,302,296,414892,296,0.225733634311512
وصنعت,2015-01-26,728617640,60,19,1,20,0,519011,21950,540961,0,699163540,29454100,728617640,0,304,297,298,300,540961,299,0.825825825825826
وصنعت,2015-01-27,609639521,78,24,1,23,0,411797,37180,448977,0,559475021,50164500,609639521,0,309,299,300,307,448977,301,0.670141474311243
وصنعت,2015-01-28,718559880,110,28,1,40,0,462694,50000,512694,0,648875744,69684136,718559880,0,313,306,310,313,512694,308,2.51479289940828
وصنعت,2015-01-31,1153652050,72,18,0,18,0,800650,0,800650,0,1153652050,0,1153652050,0,321,314,321,321,800650,321,3.96825396825397
وصنعت,2015-02-01,721387302,96,31,1,35,1,331638,167500,440008,59130,477394748,243992554,636121842,85265460,326,314,321,324,499138,321,0.208188757807078
وصنعت,2015-02-02,224713653,49,17,1,19,0,104574,48484,153058,0,153639836,71073817,224713653,0,329,323,323,326,153058,322,0.346260387811634
وصنعت,2015-02-03,2087568480,127,45,2,18,1,1245119,190315,435434,1000000,1811759013,275809467,632471933,1455096547,329,322,323,322,1435434,324,0.345065562456867
وصنعت,2015-02-04,709525321,97,27,0,33,0,478624,0,478624,0,709525321,0,709525321,0,335,324,324,328,478624,328,1.23796423658872
وصنعت,2015-02-07,723038513,91,29,0,25,0,482291,0,482291,0,723038513,0,723038513,0,336,329,336,330,482291,331,1.15489130434783
وصنعت,2015-02-08,414405532,60,22,1,17,0,180273,100000,280273,0,265505532,148900000,414405532,0,334,326,331,326,280273,330,-0.268636668905306
وصنعت,2015-02-09,1388039629,91,16,0,28,0,959835,0,959835,0,1388039629,0,1388039629,0,327,319,327,320,959835,322,-2.62626262626263
وصنعت,2015-02-10,89558456,15,9,0,8,0,62101,0,62101,0,89558456,0,89558456,0,327,312,313,317,62101,322,0
وصنعت,2015-02-14,442183243,31,16,0,16,0,302025,0,302025,0,442183243,0,442183243,0,332,322,331,323,302025,323,0.484094052558783
وصنعت,2015-02-15,224342986,41,19,0,10,0,152478,0,152478,0,224342986,0,224342986,0,331,312,312,327,152478,324,0.275292498279422
وصنعت,2015-02-16,3457542265,155,27,0,46,1,2285622,0,805706,1479916,3457542265,0,1215469525,2242072740,337,322,322,337,2285622,337,3.84351407000686
وصنعت,2015-02-17,286486509,61,24,0,14,1,190113,0,130302,59811,286486509,0,197011954,89474555,341,332,341,332,190113,336,-0.132187706543291
وصنعت,2015-02-18,259462088,30,19,0,15,1,176309,0,173509,2800,259462088,0,255262088,4200000,334,325,330,329,176309,334,-0.595632031767042
وصنعت,2015-02-21,279559085,39,20,0,15,1,186747,0,135263,51484,279559085,0,201897401,77661684,336,329,334,334,186747,334,-0.133155792276964
وصنعت,2015-02-22,255110399,36,18,0,13,0,172735,0,172735,0,255110399,0,255110399,0,332,327,332,328,172735,332,-0.466666666666667
وصنعت,2015-02-23,562159670,44,15,0,10,0,379812,0,379812,0,562159670,0,562159670,0,332,328,329,328,379812,331,-0.267916945746818
وصنعت,2015-02-24,549129033,64,18,0,20,1,366184,0,156004,210180,549129033,0,233854033,315275000,334,332,334,334,366184,332,0.201477501678979
وصنعت,2015-02-25,209289719,28,20,0,8,2,142250,0,71250,71000,209289719,0,104578219,104711500,334,324,334,324,142250,332,-0.134048257372654
وصنعت,2015-02-28,159017129,28,14,0,7,0,108765,0,108765,0,159017129,0,159017129,0,328,323,326,328,108765,331,-0.201342281879195
وصنعت,2015-03-01,654596776,66,33,0,16,0,449396,0,449396,0,654596776,0,654596776,0,332,323,323,330,449396,328,-0.739744451916611
وصنعت,2015-03-02,479399768,63,22,0,22,0,322977,0,322977,0,479399768,0,479399768,0,334,326,334,331,322977,329,0.13550135501355
وصنعت,2015-03-03,604237985,64,22,5,20,1,399190,4500,238909,164781,597510485,6727500,357066485,247171500,334,327,334,333,403690,330,0.40595399188092
وصنعت,2015-03-04,461736384,42,16,1,19,1,298323,10000,150124,158199,446806384,14930000,224437884,237298500,334,330,334,334,308323,331,0.202156334231806
وصنعت,2015-03-07,2453486832,171,35,2,37,1,647063,1004200,1485962,165301,961710474,1491776358,2205535332,247951500,334,325,332,334,1651263,331,-0.067249495628783
وصنعت,2015-03-08,487096994,65,35,2,17,0,327844,5810,333654,0,478701094,8395900,487096994,0,332,321,327,322,333654,329,-0.471063257065949
وصنعت,2015-03-09,458736288,58,19,1,13,0,311880,700,312580,0,457703088,1033200,458736288,0,328,324,324,328,312580,328,-0.202839756592292
وصنعت,2015-03-10,729413764,103,48,0,39,0,503805,0,503805,0,729413764,0,729413764,0,330,316,328,329,503805,326,-0.813008130081301
وصنعت,2015-03-16,1513261214,160,56,0,23,1,1218450,0,1217750,700,1513261214,0,1512393214,868000,343,329,343,329,1218450,331,1.47058823529412
وصنعت,2015-03-17,1146727440,146,62,0,22,0,959615,0,959615,0,1146727440,0,1146727440,0,330,318,320,318,959615,320,-3.05958132045089
وصنعت,2015-03-18,1297816532,151,32,0,49,0,1045112,0,1045112,0,1297816532,0,1297816532,0,333,320,327,330,1045112,329,2.74086378737542
وصنعت,2015-03-25,208339093,31,11,0,19,0,167648,0,167648,0,208339093,0,208339093,0,338,320,320,327,167648,330,0.080840743734842
وصنعت,2015-03-28,801588569,119,28,0,36,0,627917,0,627917,0,801588569,0,801588569,0,343,328,328,342,627917,335,1.61550888529887
وصنعت,2015-03-29,1711263000,139,43,0,35,0,1308730,0,1308730,0,1711263000,0,1711263000,0,348,341,341,348,1308730,348,3.97456279809221
وصنعت,2015-03-30,937030839,72,28,0,26,0,722276,0,722276,0,937030839,0,937030839,0,358,337,354,339,722276,347,-0.458715596330275
وصنعت,2015-03-31,377189917,49,27,0,17,0,293222,0,293222,0,377189917,0,377189917,0,351,333,333,336,293222,346,-0.307219662058372
وصنعت,2015-04-04,68846215,3,1,0,3,0,51035,0,51035,0,68846215,0,68846215,0,359,359,359,359,51035,346,0.154083204930663
وصنعت,2015-04-05,2757383720,49,12,2,7,1,1539485,500000,59708,1979777,2081383720,676000000,80725216,2676658504,360,360,360,360,2039485,360,4
وصنعت,2015-04-06,2514670951,231,93,0,54,0,1881985,0,1881985,0,2514670951,0,2514670951,0,370,346,370,350,1881985,356,-1.18343195266272
وصنعت,2015-04-07,782256947,131,52,0,24,0,603746,0,603746,0,782256947,0,782256947,0,354,342,347,342,603746,350,-1.49700598802395
وصنعت,2015-04-08,3185138099,189,61,1,42,0,2410729,40000,2450729,0,3132378099,52760000,3185138099,0,351,336,337,344,2450729,346,-1.21580547112462
وصنعت,2015-04-11,1553274162,150,82,0,14,0,1237466,0,1237466,0,1553274162,0,1553274162,0,346,332,344,332,1237466,334,-3.46153846153846
وصنعت,2015-04-12,1862623730,176,66,0,29,0,1536874,0,1536874,0,1862623730,0,1862623730,0,331,321,325,321,1536874,323,-3.42629482071713
وصنعت,2015-04-13,1104090066,127,35,0,21,0,922609,0,922609,0,1104090066,0,1104090066,0,323,315,323,319,922609,319,-0.99009900990099
وصنعت,2015-04-14,788777877,100,43,0,20,0,656492,0,656492,0,788777877,0,788777877,0,328,317,328,321,656492,320,0.083333333333333
وصنعت,2015-04-15,1126883604,105,38,0,29,0,942350,0,942350,0,1126883604,0,1126883604,0,325,314,318,319,942350,319,-0.333055786844296
وصنعت,2015-04-18,613080789,94,42,0,24,1,516084,0,248584,267500,613080789,0,297633349,315447440,330,313,330,317,516084,318,-0.334168755221387
وصنعت,2015-04-19,236161875,48,23,0,18,0,197297,0,197297,0,236161875,0,236161875,0,327,317,327,317,197297,318,0.083822296730931
وصنعت,2015-04-20,368030234,52,17,0,20,0,308651,0,308651,0,368030234,0,368030234,0,319,314,315,315,308651,318,0
وصنعت,2015-04-21,497573866,59,29,0,18,1,417188,0,351788,65400,497573866,0,419476162,78097704,319,314,314,318,417188,318,0
